"Step","CFR_300r_1e_FAWE - round_loss","CFR_300r_1e_FAWE - round_loss__MIN","CFR_300r_1e_FAWE - round_loss__MAX"
"4","2.341186945411292","2.341186945411292","2.341186945411292"
"9","1.9870283840732141","1.9870283840732141","1.9870283840732141"
"14","1.852613301101056","1.852613301101056","1.852613301101056"
"19","1.7236505587669937","1.7236505587669937","1.7236505587669937"
"24","1.6781672225757078","1.6781672225757078","1.6781672225757078"
"29","1.6062172136523507","1.6062172136523507","1.6062172136523507"
"34","1.5748684253882277","1.5748684253882277","1.5748684253882277"
"39","1.51300520720807","1.51300520720807","1.51300520720807"
"44","1.5064074867828325","1.5064074867828325","1.5064074867828325"
"49","1.4504016685214909","1.4504016685214909","1.4504016685214909"
"54","1.4010063829747113","1.4010063829747113","1.4010063829747113"
"59","1.4056725651025772","1.4056725651025772","1.4056725651025772"
"64","1.3585164458914236","1.3585164458914236","1.3585164458914236"
"69","1.2934201058338988","1.2934201058338988","1.2934201058338988"
"74","1.2850380699065598","1.2850380699065598","1.2850380699065598"
"79","1.2444616390222851","1.2444616390222851","1.2444616390222851"
"84","1.2137856280261818","1.2137856280261818","1.2137856280261818"
"89","1.2067061076787384","1.2067061076787384","1.2067061076787384"
"94","1.1554750358177857","1.1554750358177857","1.1554750358177857"
"99","1.1093940916047855","1.1093940916047855","1.1093940916047855"
"104","1.0941804896362803","1.0941804896362803","1.0941804896362803"
"109","1.0694462160833855","1.0694462160833855","1.0694462160833855"
"114","1.047982651909644","1.047982651909644","1.047982651909644"
"119","1.0325854214077645","1.0325854214077645","1.0325854214077645"
"124","1.0033468941057269","1.0033468941057269","1.0033468941057269"
"129","0.9878273951736363","0.9878273951736363","0.9878273951736363"
"134","0.9390342005274512","0.9390342005274512","0.9390342005274512"
"139","0.9389595072716475","0.9389595072716475","0.9389595072716475"
"144","0.9414401403204962","0.9414401403204962","0.9414401403204962"
"149","0.9096103921871295","0.9096103921871295","0.9096103921871295"
"154","0.8912453267045997","0.8912453267045997","0.8912453267045997"
"159","0.8855662435631861","0.8855662435631861","0.8855662435631861"
"164","0.8575701088729231","0.8575701088729231","0.8575701088729231"
"169","0.8565942540087483","0.8565942540087483","0.8565942540087483"
"174","0.8414363393729383","0.8414363393729383","0.8414363393729383"
"179","0.8247370753775943","0.8247370753775943","0.8247370753775943"
"184","0.8042308679697189","0.8042308679697189","0.8042308679697189"
"189","0.8087782781909812","0.8087782781909812","0.8087782781909812"
"194","0.778496884486892","0.778496884486892","0.778496884486892"
"199","0.75853998222473","0.75853998222473","0.75853998222473"
"204","0.7548580690371719","0.7548580690371719","0.7548580690371719"
"209","0.7535104496743191","0.7535104496743191","0.7535104496743191"
"214","0.7361607049507174","0.7361607049507174","0.7361607049507174"
"219","0.7219260078431531","0.7219260078431531","0.7219260078431531"
"224","0.7106616905128413","0.7106616905128413","0.7106616905128413"
"229","0.7075912722132423","0.7075912722132423","0.7075912722132423"
"234","0.6942770745266568","0.6942770745266568","0.6942770745266568"
"239","0.6729194515130736","0.6729194515130736","0.6729194515130736"
"244","0.6648670872673392","0.6648670872673392","0.6648670872673392"
"249","0.6546277547763153","0.6546277547763153","0.6546277547763153"
"254","0.646499184468253","0.646499184468253","0.646499184468253"
"259","0.6382211330770091","0.6382211330770091","0.6382211330770091"
"264","0.6335880895229904","0.6335880895229904","0.6335880895229904"
"269","0.6086077009412375","0.6086077009412375","0.6086077009412375"
"274","0.594647647982294","0.594647647982294","0.594647647982294"
"279","0.5884114098311826","0.5884114098311826","0.5884114098311826"
"284","0.5896504504436797","0.5896504504436797","0.5896504504436797"
"289","0.5725317088548433","0.5725317088548433","0.5725317088548433"
"294","0.5597154423594475","0.5597154423594475","0.5597154423594475"
"299","0.5517609298906543","0.5517609298906543","0.5517609298906543"
"304","0.5518769134174694","0.5518769134174694","0.5518769134174694"
"309","0.5430578524246812","0.5430578524246812","0.5430578524246812"
"314","0.5426968002522534","0.5426968002522534","0.5426968002522534"
"319","0.5194995824924924","0.5194995824924924","0.5194995824924924"
"324","0.5179682571271604","0.5179682571271604","0.5179682571271604"
"329","0.5129952495917678","0.5129952495917678","0.5129952495917678"
"334","0.502219970761375","0.502219970761375","0.502219970761375"
"339","0.4992974995720115","0.4992974995720115","0.4992974995720115"
"344","0.5011905748397112","0.5011905748397112","0.5011905748397112"
"349","0.49163314285264775","0.49163314285264775","0.49163314285264775"
"354","0.4729311615228653","0.4729311615228653","0.4729311615228653"
"359","0.4701344329355792","0.4701344329355792","0.4701344329355792"
"364","0.4774247748269276","0.4774247748269276","0.4774247748269276"
"369","0.464731865985827","0.464731865985827","0.464731865985827"
"374","0.4622053852812811","0.4622053852812811","0.4622053852812811"
"379","0.454329273705794","0.454329273705794","0.454329273705794"
"384","0.45073201841759414","0.45073201841759414","0.45073201841759414"
"389","0.4505972461774945","0.4505972461774945","0.4505972461774945"
"394","0.4387152704240923","0.4387152704240923","0.4387152704240923"
"399","0.43218613132326444","0.43218613132326444","0.43218613132326444"
"404","0.4273143677802926","0.4273143677802926","0.4273143677802926"
"409","0.44194299744611437","0.44194299744611437","0.44194299744611437"
"414","0.43368684872984886","0.43368684872984886","0.43368684872984886"
"419","0.4189053736203774","0.4189053736203774","0.4189053736203774"
"424","0.4125517630018294","0.4125517630018294","0.4125517630018294"
"429","0.41668757046996197","0.41668757046996197","0.41668757046996197"
"434","0.4053388300605796","0.4053388300605796","0.4053388300605796"
"439","0.4024250575933944","0.4024250575933944","0.4024250575933944"
"444","0.4043965832838281","0.4043965832838281","0.4043965832838281"
"449","0.3977253756655211","0.3977253756655211","0.3977253756655211"
"454","0.40230222935365","0.40230222935365","0.40230222935365"
"459","0.3907773185267367","0.3907773185267367","0.3907773185267367"
"464","0.40520297388800164","0.40520297388800164","0.40520297388800164"
"469","0.3786359343000434","0.3786359343000434","0.3786359343000434"
"474","0.38888240774924104","0.38888240774924104","0.38888240774924104"
"479","0.3750106688504192","0.3750106688504192","0.3750106688504192"
"484","0.39105848921462893","0.39105848921462893","0.39105848921462893"
"489","0.37618740271268925","0.37618740271268925","0.37618740271268925"
"494","0.36667577316984534","0.36667577316984534","0.36667577316984534"
"499","0.3701456707732921","0.3701456707732921","0.3701456707732921"
"504","0.3563445780680261","0.3563445780680261","0.3563445780680261"
"509","0.364816781768406","0.364816781768406","0.364816781768406"
"514","0.35660474675453524","0.35660474675453524","0.35660474675453524"
"519","0.34649508471854706","0.34649508471854706","0.34649508471854706"
"524","0.3587085342204029","0.3587085342204029","0.3587085342204029"
"529","0.3617011469534852","0.3617011469534852","0.3617011469534852"
"534","0.35591039997102186","0.35591039997102186","0.35591039997102186"
"539","0.3567796688611534","0.3567796688611534","0.3567796688611534"
"544","0.3524637764573775","0.3524637764573775","0.3524637764573775"
"549","0.3413654121316292","0.3413654121316292","0.3413654121316292"
"554","0.3454404662955891","0.3454404662955891","0.3454404662955891"
"559","0.3405575642616234","0.3405575642616234","0.3405575642616234"
"564","0.334057238122279","0.334057238122279","0.334057238122279"
"569","0.3418912570500239","0.3418912570500239","0.3418912570500239"
"574","0.3365626438012855","0.3365626438012855","0.3365626438012855"
"579","0.34148779388686473","0.34148779388686473","0.34148779388686473"
"584","0.32583499763330276","0.32583499763330276","0.32583499763330276"
"589","0.31833070427687327","0.31833070427687327","0.31833070427687327"
"594","0.31791546890004113","0.31791546890004113","0.31791546890004113"
"599","0.3279780692590231","0.3279780692590231","0.3279780692590231"
"604","0.32491407822817564","0.32491407822817564","0.32491407822817564"
"609","0.322014810602096","0.322014810602096","0.322014810602096"
"614","0.31373906398022716","0.31373906398022716","0.31373906398022716"
"619","0.32944509183818643","0.32944509183818643","0.32944509183818643"
"624","0.31767064976421266","0.31767064976421266","0.31767064976421266"
"629","0.31752778483893385","0.31752778483893385","0.31752778483893385"
"634","0.3115524676713076","0.3115524676713076","0.3115524676713076"
"639","0.32299346705390647","0.32299346705390647","0.32299346705390647"
"644","0.317570294549858","0.317570294549858","0.317570294549858"
"649","0.29872175987640565","0.29872175987640565","0.29872175987640565"
"654","0.32006873787296086","0.32006873787296086","0.32006873787296086"
"659","0.3126142012294043","0.3126142012294043","0.3126142012294043"
"664","0.30505738229575485","0.30505738229575485","0.30505738229575485"
"669","0.31785712856799364","0.31785712856799364","0.31785712856799364"
"674","0.3012319630943239","0.3012319630943239","0.3012319630943239"
"679","0.29459722611037165","0.29459722611037165","0.29459722611037165"
"684","0.2989135544577783","0.2989135544577783","0.2989135544577783"
"689","0.2997280537066135","0.2997280537066135","0.2997280537066135"
"694","0.3000294034030627","0.3000294034030627","0.3000294034030627"
"699","0.2887852140278979","0.2887852140278979","0.2887852140278979"
"704","0.2845491428266872","0.2845491428266872","0.2845491428266872"
"709","0.2871818154499951","0.2871818154499951","0.2871818154499951"
"714","0.29919257180087944","0.29919257180087944","0.29919257180087944"
"719","0.28813573506406764","0.28813573506406764","0.28813573506406764"
"724","0.27711550040509214","0.27711550040509214","0.27711550040509214"
"729","0.2926785720893267","0.2926785720893267","0.2926785720893267"
"734","0.2888529417105019","0.2888529417105019","0.2888529417105019"
"739","0.2968363707292486","0.2968363707292486","0.2968363707292486"
"744","0.28852665631777863","0.28852665631777863","0.28852665631777863"
"749","0.2967233087190173","0.2967233087190173","0.2967233087190173"
"754","0.2881720752074298","0.2881720752074298","0.2881720752074298"
"759","0.29525753986937076","0.29525753986937076","0.29525753986937076"
"764","0.28933583517474204","0.28933583517474204","0.28933583517474204"
"769","0.2850627713752064","0.2850627713752064","0.2850627713752064"
"774","0.2928543022664433","0.2928543022664433","0.2928543022664433"
"779","0.29333773945373565","0.29333773945373565","0.29333773945373565"
"784","0.26970108094709844","0.26970108094709844","0.26970108094709844"
"789","0.28071121515875513","0.28071121515875513","0.28071121515875513"
"794","0.2804356227120892","0.2804356227120892","0.2804356227120892"
"799","0.27469659321518103","0.27469659321518103","0.27469659321518103"
"804","0.2687475111716512","0.2687475111716512","0.2687475111716512"
"809","0.26894095940092066","0.26894095940092066","0.26894095940092066"
"814","0.2608122721060433","0.2608122721060433","0.2608122721060433"
"819","0.2715022899633781","0.2715022899633781","0.2715022899633781"
"824","0.2622496414379301","0.2622496414379301","0.2622496414379301"
"829","0.28172078667293216","0.28172078667293216","0.28172078667293216"
"834","0.25672144011001696","0.25672144011001696","0.25672144011001696"
"839","0.2635682949753986","0.2635682949753986","0.2635682949753986"
"844","0.27262880170548504","0.27262880170548504","0.27262880170548504"
"849","0.2713117819194767","0.2713117819194767","0.2713117819194767"
"854","0.2804406477477063","0.2804406477477063","0.2804406477477063"
"859","0.2603324208916588","0.2603324208916588","0.2603324208916588"
"864","0.2722119112414393","0.2722119112414393","0.2722119112414393"
"869","0.2610712040385062","0.2610712040385062","0.2610712040385062"
"874","0.2584759845948693","0.2584759845948693","0.2584759845948693"
"879","0.2542255882343108","0.2542255882343108","0.2542255882343108"
"884","0.26830577242865483","0.26830577242865483","0.26830577242865483"
"889","0.26645048415626993","0.26645048415626993","0.26645048415626993"
"894","0.24381902045570314","0.24381902045570314","0.24381902045570314"
"899","0.267338823442432","0.267338823442432","0.267338823442432"
"904","0.26470251692543656","0.26470251692543656","0.26470251692543656"
"909","0.248744937104427","0.248744937104427","0.248744937104427"
"914","0.27189098163084546","0.27189098163084546","0.27189098163084546"
"919","0.25448549883863464","0.25448549883863464","0.25448549883863464"
"924","0.2356071894649755","0.2356071894649755","0.2356071894649755"
"929","0.2442721685563976","0.2442721685563976","0.2442721685563976"
"934","0.26356916102072736","0.26356916102072736","0.26356916102072736"
"939","0.25576060553166","0.25576060553166","0.25576060553166"
"944","0.24881209839474072","0.24881209839474072","0.24881209839474072"
"949","0.2629331110510975","0.2629331110510975","0.2629331110510975"
"954","0.25184167305600236","0.25184167305600236","0.25184167305600236"
"959","0.25373366803184827","0.25373366803184827","0.25373366803184827"
"964","0.2529281637292694","0.2529281637292694","0.2529281637292694"
"969","0.2604524274779992","0.2604524274779992","0.2604524274779992"
"974","0.26268307032825594","0.26268307032825594","0.26268307032825594"
"979","0.24524037713523616","0.24524037713523616","0.24524037713523616"
"984","0.24988967209885066","0.24988967209885066","0.24988967209885066"
"989","0.23561062687076628","0.23561062687076628","0.23561062687076628"
"994","0.2464680143801326","0.2464680143801326","0.2464680143801326"
"999","0.23679165381260894","0.23679165381260894","0.23679165381260894"
"1004","0.25761906601573253","0.25761906601573253","0.25761906601573253"
"1009","0.2401265113572167","0.2401265113572167","0.2401265113572167"
"1014","0.2676523030862551","0.2676523030862551","0.2676523030862551"
"1019","0.250158710278232","0.250158710278232","0.250158710278232"
"1024","0.2296307344751602","0.2296307344751602","0.2296307344751602"
"1029","0.23384246054444124","0.23384246054444124","0.23384246054444124"
"1034","0.24446951870975847","0.24446951870975847","0.24446951870975847"
"1039","0.2436967213130133","0.2436967213130133","0.2436967213130133"
"1044","0.23642770406282085","0.23642770406282085","0.23642770406282085"
"1049","0.23953426290642132","0.23953426290642132","0.23953426290642132"
"1054","0.23411513221534816","0.23411513221534816","0.23411513221534816"
"1059","0.23988809660923752","0.23988809660923752","0.23988809660923752"
"1064","0.22349434487775646","0.22349434487775646","0.22349434487775646"
"1069","0.23727762169966643","0.23727762169966643","0.23727762169966643"
"1074","0.24780142171816394","0.24780142171816394","0.24780142171816394"
"1079","0.22459391060031275","0.22459391060031275","0.22459391060031275"
"1084","0.22753383974883368","0.22753383974883368","0.22753383974883368"
"1089","0.23045569287867032","0.23045569287867032","0.23045569287867032"
"1094","0.24117628861726687","0.24117628861726687","0.24117628861726687"
"1099","0.24393928256309166","0.24393928256309166","0.24393928256309166"
"1104","0.21675783359784295","0.21675783359784295","0.21675783359784295"
"1109","0.23494406673125923","0.23494406673125923","0.23494406673125923"
"1114","0.23803499586541543","0.23803499586541543","0.23803499586541543"
"1119","0.2153897188307548","0.2153897188307548","0.2153897188307548"
"1124","0.2248974209651351","0.2248974209651351","0.2248974209651351"
"1129","0.25218261413233867","0.25218261413233867","0.25218261413233867"
"1134","0.2219819938552312","0.2219819938552312","0.2219819938552312"
"1139","0.23128006615760652","0.23128006615760652","0.23128006615760652"
"1144","0.22251591164703394","0.22251591164703394","0.22251591164703394"
"1149","0.24014144371771678","0.24014144371771678","0.24014144371771678"
"1154","0.22041645544496452","0.22041645544496452","0.22041645544496452"
"1159","0.23851878519847314","0.23851878519847314","0.23851878519847314"
"1164","0.22684226333248345","0.22684226333248345","0.22684226333248345"
"1169","0.2288631278682839","0.2288631278682839","0.2288631278682839"
"1174","0.2208377907941626","0.2208377907941626","0.2208377907941626"
"1179","0.22031912740997295","0.22031912740997295","0.22031912740997295"
"1184","0.22853326310657643","0.22853326310657643","0.22853326310657643"
"1189","0.21681534890508786","0.21681534890508786","0.21681534890508786"
"1194","0.23732443289323285","0.23732443289323285","0.23732443289323285"
"1199","0.22350967150520196","0.22350967150520196","0.22350967150520196"
"1204","0.21446827199013735","0.21446827199013735","0.21446827199013735"
"1209","0.2234862950334156","0.2234862950334156","0.2234862950334156"
"1214","0.21840034213594414","0.21840034213594414","0.21840034213594414"
"1219","0.2264264087531377","0.2264264087531377","0.2264264087531377"
"1224","0.23739036181094972","0.23739036181094972","0.23739036181094972"
"1229","0.22036063247783616","0.22036063247783616","0.22036063247783616"
"1234","0.22695466670715672","0.22695466670715672","0.22695466670715672"
"1239","0.21145162980114535","0.21145162980114535","0.21145162980114535"
"1244","0.22856568619185552","0.22856568619185552","0.22856568619185552"
"1249","0.21751340703022753","0.21751340703022753","0.21751340703022753"
"1254","0.23174097984817557","0.23174097984817557","0.23174097984817557"
"1259","0.22273827361112292","0.22273827361112292","0.22273827361112292"
"1264","0.21461956480263988","0.21461956480263988","0.21461956480263988"
"1269","0.23567447055723856","0.23567447055723856","0.23567447055723856"
"1274","0.2193053859624673","0.2193053859624673","0.2193053859624673"
"1279","0.2058657707900486","0.2058657707900486","0.2058657707900486"
"1284","0.21692683609117838","0.21692683609117838","0.21692683609117838"
"1289","0.2084718540480191","0.2084718540480191","0.2084718540480191"
"1294","0.22263866544447164","0.22263866544447164","0.22263866544447164"
"1299","0.20998587599024177","0.20998587599024177","0.20998587599024177"
"1304","0.21115344115109608","0.21115344115109608","0.21115344115109608"
"1309","0.2012347777331756","0.2012347777331756","0.2012347777331756"
"1314","0.22452347378500484","0.22452347378500484","0.22452347378500484"
"1319","0.21992749447764998","0.21992749447764998","0.21992749447764998"
"1324","0.20797754301350901","0.20797754301350901","0.20797754301350901"
"1329","0.2115098994479261","0.2115098994479261","0.2115098994479261"
"1334","0.20561821053905244","0.20561821053905244","0.20561821053905244"
"1339","0.20685281524096022","0.20685281524096022","0.20685281524096022"
"1344","0.21847950796258042","0.21847950796258042","0.21847950796258042"
"1349","0.2292018505554138","0.2292018505554138","0.2292018505554138"
"1354","0.20774069164921954","0.20774069164921954","0.20774069164921954"
"1359","0.21877740779679947","0.21877740779679947","0.21877740779679947"
"1364","0.21446591814641247","0.21446591814641247","0.21446591814641247"
"1369","0.20622644262303683","0.20622644262303683","0.20622644262303683"
"1374","0.20268675802402536","0.20268675802402536","0.20268675802402536"
"1379","0.216422196297737","0.216422196297737","0.216422196297737"
"1384","0.21974341332150454","0.21974341332150454","0.21974341332150454"
"1389","0.19937466794032266","0.19937466794032266","0.19937466794032266"
"1394","0.22411285995886746","0.22411285995886746","0.22411285995886746"
"1399","0.2166027425238016","0.2166027425238016","0.2166027425238016"
"1404","0.2064717282879759","0.2064717282879759","0.2064717282879759"
"1409","0.21173352764030412","0.21173352764030412","0.21173352764030412"
"1414","0.19786467938683927","0.19786467938683927","0.19786467938683927"
"1419","0.21084098479795185","0.21084098479795185","0.21084098479795185"
"1424","0.20423634705895727","0.20423634705895727","0.20423634705895727"
"1429","0.19254370931197295","0.19254370931197295","0.19254370931197295"
"1434","0.19448713413228025","0.19448713413228025","0.19448713413228025"
"1439","0.2113298401130702","0.2113298401130702","0.2113298401130702"
"1444","0.21056055453267286","0.21056055453267286","0.21056055453267286"
"1449","0.21023177766156467","0.21023177766156467","0.21023177766156467"
"1454","0.19535822425545618","0.19535822425545618","0.19535822425545618"
"1459","0.2156716420167041","0.2156716420167041","0.2156716420167041"
"1464","0.20322443629530343","0.20322443629530343","0.20322443629530343"
"1469","0.19036132874051953","0.19036132874051953","0.19036132874051953"
"1474","0.1954626058736308","0.1954626058736308","0.1954626058736308"
"1479","0.19858850829768926","0.19858850829768926","0.19858850829768926"
"1484","0.19542805217629805","0.19542805217629805","0.19542805217629805"
"1489","0.18472343719225714","0.18472343719225714","0.18472343719225714"
"1494","0.18413538189435547","0.18413538189435547","0.18413538189435547"
"1499","0.24127646584317763","0.24127646584317763","0.24127646584317763"